Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8
1634;09/07/2005 18:53;296000;24666;73;FALSO;320;VERDADERO
1635;05/07/1997 9:09;462000;38500;17;FALSO;10;VERDADERO
1636;05/10/1993 6:36;648400;54033;56;VERDADERO;90;FALSO
1637;06/05/2008 9:28;346400;28866;42;VERDADERO;170;FALSO
1638;12/10/2004 17:25;815700;67975;67;VERDADERO;440;FALSO
1639;15/04/1996 21:37;368000;30666;38;FALSO;220;FALSO
1640;01/06/2012 18:10;767700;63975;76;VERDADERO;490;VERDADERO
1641;23/07/2001 8:40;684700;57058;36;VERDADERO;340;FALSO
1642;28/01/1993 21:21;268100;22341;89;VERDADERO;310;VERDADERO
1643;02/02/1998 18:04;199500;16625;32;FALSO;430;VERDADERO
1644;02/03/1996 9:38;621300;51775;50;FALSO;270;FALSO
1645;24/08/2001 20:24;682900;56908;33;FALSO;320;FALSO
1646;28/02/2010 5:00;666000;55500;68;VERDADERO;280;VERDADERO
1647;28/10/2006 20:06;191600;15966;39;FALSO;130;VERDADERO
1648;19/09/2007 23:02;148300;12358;76;VERDADERO;160;VERDADERO
1649;22/01/2010 21:22;770300;64191;50;VERDADERO;380;VERDADERO
1650;16/07/1999 2:31;177600;14800;28;FALSO;350;FALSO
1651;17/05/2009 20:44;953200;79433;34;FALSO;120;VERDADERO
1652;13/08/2000 19:45;396700;33058;93;FALSO;400;FALSO
1653;24/12/1991 21:22;155500;12958;78;FALSO;110;VERDADERO
1654;26/04/1991 8:57;638900;53241;53;FALSO;200;VERDADERO
1655;23/10/1997 22:25;626300;52191;60;VERDADERO;170;FALSO
1656;21/03/2004 23:22;807400;67283;21;FALSO;210;FALSO
1657;01/11/1990 11:18;371200;30933;65;VERDADERO;150;VERDADERO
1658;19/10/2009 5:41;470600;39216;83;FALSO;450;VERDADERO
1659;30/09/2000 22:33;217200;18100;14;FALSO;430;FALSO
1660;24/04/2009 3:16;281300;23441;93;FALSO;390;VERDADERO
1661;15/10/2001 0:52;267100;22258;22;VERDADERO;30;VERDADERO
1662;01/07/1999 13:17;977200;81433;35;VERDADERO;430;VERDADERO
1663;08/08/2001 2:40;802900;66908;57;FALSO;480;VERDADERO
1664;18/08/2010 20:03;434900;36241;66;VERDADERO;460;VERDADERO
1665;04/10/2007 0:13;558100;46508;94;VERDADERO;140;FALSO
1666;31/10/2002 21:33;150900;12575;48;FALSO;330;FALSO
1667;13/05/2002 5:44;880200;73350;36;VERDADERO;170;FALSO
1668;02/05/1991 12:51;985900;82158;50;FALSO;90;FALSO
1669;02/06/2008 11:35;719700;59975;81;VERDADERO;360;FALSO
1670;15/08/1991 13:56;918100;76508;22;FALSO;320;VERDADERO
1671;03/12/2008 23:26;401000;33416;93;VERDADERO;150;FALSO
1672;12/11/1996 14:40;703400;58616;84;VERDADERO;440;FALSO
1673;22/12/2011 7:43;473300;39441;19;VERDADERO;490;VERDADERO
1674;14/08/2008 0:35;268600;22383;24;FALSO;250;VERDADERO
1675;18/02/2009 8:09;945600;78800;96;FALSO;100;VERDADERO
1676;15/02/2010 6:38;524800;43733;57;VERDADERO;210;VERDADERO
1677;30/01/2003 6:31;431500;35958;10;VERDADERO;20;FALSO
1678;30/07/2012 7:54;351400;29283;40;VERDADERO;370;VERDADERO
1679;06/05/2005 11:31;658400;54866;79;FALSO;310;VERDADERO
1680;20/12/2010 21:43;277200;23100;88;VERDADERO;160;VERDADERO
1681;20/04/2002 17:54;254700;21225;33;VERDADERO;370;FALSO
1682;20/11/2007 15:59;168300;14025;60;FALSO;460;VERDADERO
1683;14/10/2003 10:40;295700;24641;79;VERDADERO;40;VERDADERO
1684;30/10/1990 2:27;451100;37591;24;FALSO;330;FALSO
1685;30/10/2004 19:40;604400;50366;99;VERDADERO;460;FALSO
1686;07/08/2009 22:09;129400;10783;88;VERDADERO;170;VERDADERO
1687;04/08/1992 11:06;379000;31583;12;VERDADERO;460;FALSO
1688;11/12/1993 2:01;553600;46133;99;VERDADERO;460;VERDADERO
1689;18/04/2006 19:22;639800;53316;85;VERDADERO;20;VERDADERO
1690;13/05/2004 5:52;910800;75900;93;VERDADERO;390;FALSO
1691;05/08/2000 4:07;654200;54516;48;VERDADERO;130;FALSO
1692;06/03/2002 22:07;495600;41300;67;VERDADERO;420;FALSO
1693;25/03/2001 1:10;294100;24508;25;VERDADERO;110;FALSO
1694;16/08/2009 12:38;694400;57866;55;FALSO;180;VERDADERO
1695;29/05/2003 10:29;993800;82816;88;VERDADERO;330;VERDADERO
1696;03/06/1993 2:19;648500;54041;27;FALSO;40;FALSO
1697;24/10/1996 9:48;269300;22441;43;VERDADERO;310;FALSO
1698;24/06/1993 14:50;465600;38800;65;FALSO;440;VERDADERO
1699;17/03/2001 21:07;547700;45641;45;VERDADERO;40;VERDADERO
1700;07/09/2001 0:37;853500;71125;80;VERDADERO;170;VERDADERO
1701;11/05/1992 16:08;792300;66025;19;FALSO;200;VERDADERO
1702;13/09/2005 19:15;317900;26491;90;FALSO;330;VERDADERO
1703;05/05/2009 3:45;423500;35291;99;FALSO;300;VERDADERO
1704;24/01/2007 22:38;569200;47433;70;FALSO;100;FALSO
1705;10/03/2007 21:01;708200;59016;21;FALSO;330;VERDADERO
1706;13/08/1991 8:40;391400;32616;28;FALSO;100;VERDADERO
1707;10/12/2011 6:28;999900;83325;47;VERDADERO;240;VERDADERO
1708;22/10/2005 5:45;762200;63516;91;VERDADERO;490;FALSO
1709;21/10/2009 16:16;269700;22475;17;VERDADERO;140;FALSO
1710;20/10/2010 0:24;512800;42733;52;FALSO;100;FALSO
1711;12/09/1991 18:10;608400;50700;42;FALSO;360;VERDADERO
1712;03/12/1994 21:21;573700;47808;49;VERDADERO;240;VERDADERO
1713;11/02/1990 19:09;580100;48341;94;FALSO;370;VERDADERO
1714;26/08/2010 13:11;302800;25233;81;FALSO;450;FALSO
1715;27/07/2002 8:22;721200;60100;69;VERDADERO;250;FALSO
1716;18/12/2002 4:06;808400;67366;35;VERDADERO;200;FALSO
1717;14/05/1992 18:15;684300;57025;49;VERDADERO;220;FALSO
1718;11/11/1997 15:14;193400;16116;56;FALSO;240;FALSO
1719;12/05/1992 16:10;924100;77008;81;FALSO;40;VERDADERO
1720;25/07/2000 15:51;194500;16208;65;VERDADERO;440;VERDADERO
1721;19/07/2011 14:53;426600;35550;41;FALSO;210;FALSO
1722;02/02/2001 3:43;112100;9341;27;FALSO;90;FALSO
1723;04/01/1994 10:13;291700;24308;90;FALSO;300;FALSO
1724;10/04/2010 17:03;437200;36433;36;FALSO;100;VERDADERO
1725;31/03/2002 16:19;654300;54525;73;VERDADERO;200;VERDADERO
1726;05/03/1995 5:11;701700;58475;29;FALSO;220;FALSO
1727;15/10/2010 8:18;928600;77383;45;FALSO;340;FALSO
1728;05/09/1999 16:08;184200;15350;13;FALSO;130;VERDADERO
1729;30/11/1996 10:35;662700;55225;41;FALSO;300;FALSO
1730;11/02/1994 3:43;764300;63691;76;VERDADERO;60;VERDADERO
1731;23/12/2009 16:00;527800;43983;21;VERDADERO;450;FALSO
1732;04/02/2001 19:31;730400;60866;89;FALSO;90;FALSO
1733;15/10/2009 17:35;928000;77333;73;VERDADERO;280;VERDADERO
1734;05/05/1996 9:50;833700;69475;39;FALSO;200;FALSO
1735;09/09/2011 1:51;372700;31058;66;FALSO;90;FALSO
1736;27/05/2008 23:50;932900;77741;60;FALSO;190;FALSO
1737;16/05/2002 16:39;189200;15766;75;FALSO;440;FALSO
1738;29/08/2008 11:38;171100;14258;22;FALSO;280;VERDADERO
1739;30/06/1998 20:46;601200;50100;12;FALSO;390;VERDADERO
1740;19/01/2004 17:10;356400;29700;15;VERDADERO;140;VERDADERO
1741;30/11/2008 3:25;742200;61850;78;FALSO;140;FALSO
1742;30/03/2008 1:01;387600;32300;12;FALSO;170;FALSO
1743;21/04/1996 20:37;534600;44550;73;FALSO;50;VERDADERO
1744;04/12/2007 8:29;196500;16375;41;VERDADERO;160;FALSO
1745;15/11/1999 2:31;202000;16833;69;VERDADERO;370;VERDADERO
1746;26/07/1997 5:47;795800;66316;79;FALSO;150;VERDADERO
1747;26/06/2012 8:31;953700;79475;36;FALSO;390;VERDADERO
1748;21/01/1992 1:51;432700;36058;29;FALSO;330;FALSO
1749;02/10/1992 8:29;651400;54283;31;VERDADERO;350;VERDADERO
1750;30/12/1996 12:56;707500;58958;27;VERDADERO;70;FALSO
1751;28/07/2004 8:31;395900;32991;17;VERDADERO;110;VERDADERO
1752;14/05/2003 2:33;902000;75166;65;VERDADERO;340;FALSO
1753;19/01/2005 5:27;773900;64491;13;FALSO;400;FALSO
1754;23/12/1990 4:51;526400;43866;11;VERDADERO;40;VERDADERO
1755;24/09/1998 20:51;324600;27050;79;FALSO;320;FALSO
1756;02/08/1998 18:52;800700;66725;11;VERDADERO;110;VERDADERO
1757;03/03/1994 19:04;395400;32950;73;FALSO;230;VERDADERO
1758;08/11/2011 10:37;663800;55316;54;FALSO;60;FALSO
1759;19/06/1993 3:45;175300;14608;85;FALSO;350;FALSO
1760;18/05/2007 15:28;437200;36433;57;FALSO;150;VERDADERO
1761;10/12/1996 7:45;479800;39983;79;VERDADERO;360;VERDADERO
1762;28/07/2007 16:27;256700;21391;29;VERDADERO;410;VERDADERO
1763;08/11/2003 11:10;859300;71608;58;VERDADERO;240;VERDADERO
1764;21/02/1991 22:21;480800;40066;43;FALSO;190;FALSO
1765;10/06/2012 21:49;622300;51858;76;VERDADERO;150;VERDADERO
1766;26/02/2003 15:25;180800;15066;73;FALSO;340;FALSO
1767;31/03/2005 18:34;267400;22283;38;FALSO;180;VERDADERO
1768;22/06/2010 19:09;269300;22441;66;FALSO;170;VERDADERO
1769;04/07/1995 3:44;891900;74325;66;FALSO;450;VERDADERO
1770;06/01/2005 5:24;683700;56975;32;FALSO;450;FALSO
1771;29/08/2007 3:26;383200;31933;35;VERDADERO;20;FALSO
1772;19/02/2004 16:02;356500;29708;71;FALSO;190;VERDADERO
1773;20/12/1995 4:07;274000;22833;26;FALSO;410;FALSO
1774;30/03/2001 2:09;428300;35691;42;FALSO;430;VERDADERO
1775;04/10/2000 12:16;257300;21441;51;FALSO;60;VERDADERO
1776;09/05/1999 23:02;762600;63550;64;FALSO;170;FALSO
1777;25/10/1999 18:37;490400;40866;25;FALSO;240;FALSO
1778;16/12/2003 14:53;869000;72416;97;FALSO;430;VERDADERO
1779;04/06/1992 18:45;808900;67408;71;FALSO;10;FALSO
1780;01/01/2006 11:18;617800;51483;71;FALSO;420;FALSO
1781;15/06/1999 9:36;455000;37916;32;FALSO;190;VERDADERO
1782;11/07/2002 14:49;965300;80441;59;FALSO;160;VERDADERO
1783;24/05/1990 17:38;228800;19066;83;FALSO;130;FALSO
1784;22/06/1995 16:19;631400;52616;27;FALSO;40;VERDADERO
1785;04/07/2008 13:13;369100;30758;25;FALSO;240;FALSO
1786;05/05/2004 7:58;484200;40350;85;VERDADERO;60;VERDADERO
1787;05/09/1991 9:51;208200;17350;22;FALSO;130;FALSO
1788;19/07/2009 21:29;240900;20075;31;VERDADERO;30;VERDADERO
1789;03/07/2006 3:36;259900;21658;95;FALSO;380;FALSO
1790;26/03/1995 3:14;618200;51516;31;VERDADERO;310;VERDADERO
1791;03/04/1996 0:53;905600;75466;45;FALSO;380;VERDADERO
1792;01/05/1994 14:48;318600;26550;40;VERDADERO;70;VERDADERO
1793;14/01/2006 3:42;922900;76908;73;VERDADERO;150;FALSO
1794;19/05/2007 12:39;803500;66958;32;FALSO;120;FALSO
1795;21/08/2009 8:18;326500;27208;27;FALSO;410;FALSO
1796;16/11/1995 20:44;744300;62025;76;FALSO;430;VERDADERO
1797;17/03/2006 17:03;994200;82850;87;FALSO;360;VERDADERO
1798;21/08/1993 3:56;679300;56608;77;FALSO;300;FALSO
1799;15/06/1991 3:12;677600;56466;64;VERDADERO;150;VERDADERO
1800;15/05/2011 20:50;326200;27183;47;VERDADERO;480;FALSO
1801;11/08/1994 23:42;270700;22558;40;FALSO;300;FALSO
1802;19/02/2010 1:40;999700;83308;98;FALSO;190;FALSO
1803;05/10/1997 2:24;774400;64533;30;VERDADERO;180;FALSO
1804;19/11/1998 22:16;675500;56291;79;VERDADERO;320;FALSO
1805;03/10/2001 23:38;127400;10616;49;VERDADERO;40;FALSO
1806;21/11/1997 20:22;137600;11466;83;FALSO;250;VERDADERO
1807;08/10/2006 7:49;559800;46650;14;FALSO;370;FALSO
1808;19/03/2005 0:55;382900;31908;58;FALSO;430;VERDADERO
1809;23/08/2002 21:57;338800;28233;89;FALSO;150;FALSO
1810;29/06/1994 17:54;705300;58775;45;VERDADERO;460;FALSO
1811;06/10/2005 4:29;915600;76300;59;VERDADERO;280;VERDADERO
1812;06/04/2007 19:42;353400;29450;20;FALSO;470;FALSO
1813;14/02/1997 19:35;583500;48625;46;VERDADERO;160;VERDADERO
1814;25/01/2011 23:45;834200;69516;84;FALSO;480;VERDADERO
1815;30/11/1997 8:07;433100;36091;50;FALSO;310;VERDADERO
1816;07/02/1990 13:07;819900;68325;60;VERDADERO;130;FALSO
1817;06/09/2006 16:59;682900;56908;50;VERDADERO;30;VERDADERO
1818;20/06/1998 21:14;394300;32858;95;FALSO;50;FALSO
1819;14/07/1995 1:53;800600;66716;63;VERDADERO;430;VERDADERO
1820;04/02/2001 23:44;381800;31816;20;VERDADERO;360;VERDADERO
1821;03/03/2010 10:24;337700;28141;45;VERDADERO;340;VERDADERO
1822;02/07/1997 18:24;913100;76091;89;VERDADERO;290;FALSO
1823;22/10/2009 21:48;898400;74866;37;FALSO;280;VERDADERO
1824;22/08/2004 22:40;820900;68408;77;FALSO;180;FALSO
1825;25/06/1995 19:42;674700;56225;49;VERDADERO;40;VERDADERO
1826;05/01/1993 4:01;754400;62866;88;VERDADERO;350;VERDADERO
1827;04/12/2002 10:41;361200;30100;64;VERDADERO;420;VERDADERO
1828;21/09/2010 9:02;144400;12033;67;FALSO;490;FALSO
1829;22/08/2006 12:46;542000;45166;56;VERDADERO;190;FALSO
1830;20/12/2010 1:45;774000;64500;11;FALSO;410;VERDADERO
1831;21/03/2011 13:25;151600;12633;56;VERDADERO;330;VERDADERO
1832;21/10/2000 10:57;958300;79858;80;FALSO;150;VERDADERO
1833;16/03/2009 10:06;230200;19183;13;VERDADERO;450;FALSO
1834;01/04/1999 15:10;977800;81483;38;FALSO;340;FALSO
1835;19/01/2007 0:35;708800;59066;72;VERDADERO;470;FALSO
1836;08/03/2011 6:32;192200;16016;10;FALSO;70;VERDADERO
1837;27/11/2001 21:22;481900;40158;99;VERDADERO;370;FALSO
1838;11/01/1991 4:19;627900;52325;96;FALSO;380;VERDADERO
1839;13/09/2001 15:28;855900;71325;61;FALSO;230;VERDADERO
1840;06/03/2004 9:00;566400;47200;35;FALSO;350;VERDADERO
1841;11/02/2009 4:14;850400;70866;55;VERDADERO;360;FALSO
1842;25/11/2011 16:48;954900;79575;61;FALSO;350;VERDADERO
1843;01/01/1996 11:22;734600;61216;64;VERDADERO;480;VERDADERO
1844;20/10/1992 3:14;230100;19175;68;VERDADERO;10;VERDADERO
1845;29/03/2010 7:46;548500;45708;21;FALSO;330;VERDADERO
1846;13/09/2005 1:53;394100;32841;18;FALSO;40;FALSO
1847;08/08/2012 2:46;321400;26783;76;VERDADERO;480;VERDADERO
1848;19/02/1991 6:58;884000;73666;40;VERDADERO;360;FALSO
1849;15/08/2008 4:12;566400;47200;45;VERDADERO;480;VERDADERO
1850;20/01/1998 19:48;911700;75975;59;VERDADERO;10;FALSO
1851;24/05/2010 4:41;439600;36633;94;FALSO;400;VERDADERO
1852;25/10/2000 22:57;501500;41791;90;VERDADERO;80;VERDADERO
1853;20/11/2004 21:51;250900;20908;10;FALSO;170;FALSO
1854;13/12/1992 17:19;434500;36208;66;FALSO;190;FALSO
1855;01/04/1990 10:53;509200;42433;33;FALSO;180;FALSO
1856;04/11/1998 15:05;106200;8850;76;VERDADERO;160;FALSO
1857;17/10/2001 5:12;791900;65991;72;FALSO;110;VERDADERO
1858;27/01/1994 8:57;332600;27716;39;FALSO;40;FALSO
1859;14/01/2000 6:00;672600;56050;30;VERDADERO;10;FALSO
1860;08/01/2009 1:44;975100;81258;74;FALSO;290;FALSO
1861;28/07/2009 21:59;996400;83033;27;VERDADERO;400;FALSO
1862;06/02/2012 17:15;751100;62591;21;VERDADERO;300;FALSO
1863;31/08/1990 17:07;703400;58616;37;VERDADERO;180;FALSO
1864;02/07/1997 13:34;735300;61275;87;VERDADERO;310;VERDADERO
1865;10/10/2003 19:16;933800;77816;27;FALSO;240;VERDADERO
1866;21/03/2011 12:22;524800;43733;96;FALSO;470;FALSO
1867;17/04/2010 16:43;470200;39183;27;FALSO;160;VERDADERO
1868;21/11/1997 22:29;539300;44941;60;VERDADERO;70;VERDADERO
1869;19/04/2012 10:12;754200;62850;83;VERDADERO;40;FALSO
1870;14/12/1994 4:33;452600;37716;85;FALSO;70;FALSO
1871;08/04/2007 6:07;516500;43041;90;VERDADERO;170;FALSO
1872;12/04/2011 13:02;943800;78650;12;VERDADERO;310;FALSO
1873;01/11/2002 4:40;168900;14075;35;VERDADERO;280;VERDADERO
1874;08/07/1996 23:32;544800;45400;88;VERDADERO;420;FALSO
1875;22/07/2009 5:05;105500;8791;77;FALSO;370;FALSO
1876;14/01/2004 2:11;327000;27250;41;VERDADERO;460;VERDADERO
1877;21/09/2008 19:51;956100;79675;70;FALSO;310;FALSO
1878;28/05/2002 0:37;613100;51091;93;VERDADERO;30;FALSO
1879;19/06/2006 20:44;918300;76525;66;FALSO;310;VERDADERO
1880;13/01/1997 20:28;288000;24000;84;FALSO;370;FALSO
1881;19/03/2011 2:31;127800;10650;38;VERDADERO;440;FALSO
1882;08/10/1994 22:54;746400;62200;44;VERDADERO;20;VERDADERO
1883;29/04/1999 17:37;113600;9466;61;FALSO;310;VERDADERO
1884;13/04/2006 3:15;751000;62583;16;FALSO;30;FALSO
1885;25/04/2005 8:45;896300;74691;79;FALSO;240;VERDADERO
1886;30/08/1998 16:29;544500;45375;34;VERDADERO;100;VERDADERO
1887;14/12/1992 8:44;476600;39716;35;VERDADERO;80;VERDADERO
1888;31/07/1992 1:37;258900;21575;56;VERDADERO;260;VERDADERO
1889;06/11/2007 4:41;889800;74150;32;FALSO;390;FALSO
1890;11/05/2011 9:19;185000;15416;34;VERDADERO;330;VERDADERO
1891;01/12/2008 6:01;695400;57950;30;FALSO;280;FALSO
1892;03/04/1994 5:24;818800;68233;62;VERDADERO;480;VERDADERO
1893;05/03/2011 9:08;603600;50300;79;VERDADERO;200;VERDADERO
1894;21/03/1998 22:48;808300;67358;39;FALSO;440;FALSO
1895;19/07/2010 1:14;258800;21566;22;FALSO;380;VERDADERO
1896;04/05/1992 6:04;515500;42958;37;VERDADERO;20;VERDADERO
1897;13/02/1994 9:11;397800;33150;39;VERDADERO;240;FALSO
1898;06/09/2009 11:50;537300;44775;91;VERDADERO;490;VERDADERO
1899;02/02/2004 15:29;691900;57658;34;FALSO;450;VERDADERO
1900;17/04/2002 13:39;238900;19908;48;FALSO;380;VERDADERO
1901;20/02/1999 21:38;749300;62441;22;FALSO;120;FALSO
1902;07/01/1996 1:56;218900;18241;38;FALSO;280;VERDADERO
1903;17/06/2009 17:38;175600;14633;98;FALSO;450;VERDADERO
1904;09/02/2010 16:28;143200;11933;52;FALSO;410;VERDADERO
1905;28/12/2009 20:28;702300;58525;49;FALSO;430;VERDADERO
1906;23/05/1995 3:28;923900;76991;81;FALSO;400;FALSO
1907;27/04/1998 8:57;395400;32950;10;VERDADERO;270;FALSO
1908;13/10/1996 8:09;797400;66450;98;FALSO;50;VERDADERO
1909;17/04/1990 9:46;396100;33008;83;VERDADERO;220;FALSO
1910;11/11/2004 8:05;441300;36775;41;VERDADERO;70;FALSO
1911;30/10/2004 21:32;384300;32025;95;VERDADERO;330;FALSO
1912;06/11/2011 22:22;411200;34266;46;FALSO;120;FALSO
1913;07/06/2006 1:32;789600;65800;56;FALSO;240;FALSO
1914;21/10/2004 5:12;687400;57283;24;VERDADERO;330;VERDADERO
1915;14/10/1990 9:21;853200;71100;90;VERDADERO;420;FALSO
1916;02/07/1999 10:17;841700;70141;56;FALSO;470;FALSO
1917;07/05/1996 13:54;511700;42641;33;FALSO;350;VERDADERO
1918;07/04/2005 3:45;166600;13883;85;VERDADERO;400;VERDADERO
1919;14/11/2008 2:01;411400;34283;11;VERDADERO;460;FALSO
1920;06/12/1999 7:45;152100;12675;30;FALSO;480;FALSO
1921;03/07/1999 22:24;534200;44516;81;VERDADERO;140;VERDADERO
1922;04/09/2003 19:02;834400;69533;99;VERDADERO;240;FALSO
1923;13/06/1997 20:33;601900;50158;71;VERDADERO;260;FALSO
1924;19/12/2005 23:07;675700;56308;44;VERDADERO;80;FALSO
1925;06/07/1990 15:09;879500;73291;92;FALSO;210;VERDADERO
1926;15/08/2004 12:18;970100;80841;52;VERDADERO;80;FALSO
1927;25/11/1995 5:54;217100;18091;92;FALSO;440;FALSO
1928;20/11/1995 13:13;308000;25666;49;FALSO;410;VERDADERO
1929;03/05/1990 17:05;613400;51116;54;FALSO;490;VERDADERO
1930;29/10/2010 0:12;906700;75558;83;FALSO;160;VERDADERO
1931;08/07/1991 5:10;532100;44341;53;VERDADERO;70;VERDADERO
1932;02/08/1993 13:03;296300;24691;92;FALSO;110;VERDADERO
1933;31/03/2011 19:53;669900;55825;40;VERDADERO;390;FALSO
1934;17/10/2000 9:57;953200;79433;65;FALSO;110;FALSO
1935;29/04/2007 12:36;967300;80608;59;VERDADERO;160;VERDADERO
1936;21/05/1991 4:54;331200;27600;69;VERDADERO;130;FALSO
1937;17/01/1992 7:34;693200;57766;88;VERDADERO;460;VERDADERO
1938;02/03/1994 8:55;910500;75875;34;FALSO;480;VERDADERO
1939;24/05/2011 9:51;490100;40841;82;VERDADERO;470;VERDADERO
1940;02/01/2011 4:58;521600;43466;49;VERDADERO;100;FALSO
1941;24/04/1991 17:41;556900;46408;88;FALSO;310;FALSO
1942;10/09/2009 20:20;508500;42375;26;FALSO;400;VERDADERO
1943;15/01/1994 14:01;395800;32983;73;FALSO;330;FALSO
1944;26/12/1991 11:50;510400;42533;69;VERDADERO;50;FALSO
1945;06/12/1999 8:37;830400;69200;81;FALSO;430;FALSO
1946;18/01/1995 7:40;337200;28100;95;VERDADERO;340;FALSO
1947;26/11/2011 3:09;788700;65725;48;FALSO;160;FALSO
1948;02/07/2006 9:51;836400;69700;42;FALSO;140;FALSO
1949;17/07/2002 21:28;209900;17491;69;FALSO;130;VERDADERO
1950;13/04/1994 17:10;817400;68116;76;FALSO;320;VERDADERO
1951;09/03/2010 9:02;902200;75183;82;VERDADERO;10;VERDADERO
1952;11/01/2010 1:27;494600;41216;48;FALSO;150;VERDADERO
1953;10/12/1993 17:29;849700;70808;56;FALSO;20;VERDADERO
1954;20/07/1997 7:30;348300;29025;33;VERDADERO;160;FALSO
1955;07/08/2011 0:48;708000;59000;89;VERDADERO;330;FALSO
1956;02/03/2010 1:45;250100;20841;23;VERDADERO;190;VERDADERO
1957;17/04/2007 9:45;937500;78125;29;VERDADERO;70;VERDADERO
1958;18/02/1990 12:24;672800;56066;39;FALSO;10;FALSO
1959;14/10/2004 21:25;584600;48716;72;FALSO;470;VERDADERO
1960;03/01/1998 3:36;832000;69333;36;VERDADERO;420;VERDADERO
1961;24/11/1993 17:57;896500;74708;61;VERDADERO;140;FALSO
1962;09/01/2002 6:09;204100;17008;30;VERDADERO;380;VERDADERO
1963;02/02/2002 11:00;689700;57475;90;FALSO;140;FALSO
1964;13/07/1995 13:43;800900;66741;54;FALSO;160;FALSO
1965;21/12/2008 9:12;570700;47558;59;FALSO;470;FALSO
1966;09/06/1999 20:30;766500;63875;54;VERDADERO;390;FALSO
1967;08/04/1994 1:27;310500;25875;98;FALSO;290;FALSO
1968;01/07/2012 8:28;531900;44325;32;VERDADERO;320;FALSO
1969;09/02/1990 8:20;738900;61575;16;FALSO;460;FALSO
1970;27/03/1999 15:05;561300;46775;57;VERDADERO;180;VERDADERO
1971;08/06/1993 9:46;688700;57391;25;VERDADERO;480;VERDADERO
1972;29/11/2005 15:10;464700;38725;84;FALSO;190;FALSO
1973;11/12/2010 12:58;689700;57475;88;VERDADERO;110;VERDADERO
1974;18/01/2003 9:47;444700;37058;16;FALSO;150;VERDADERO
1975;02/12/1996 12:15;240800;20066;76;VERDADERO;50;VERDADERO
1976;28/06/1991 2:11;617100;51425;38;FALSO;30;FALSO
1977;18/12/2005 12:02;994600;82883;42;FALSO;220;VERDADERO
1978;28/08/1991 8:34;695400;57950;50;VERDADERO;280;FALSO
1979;24/12/2008 8:20;227400;18950;37;VERDADERO;20;FALSO
1980;10/12/1991 12:41;531100;44258;52;VERDADERO;270;FALSO
1981;28/09/1994 22:38;538100;44841;50;FALSO;140;VERDADERO
1982;02/07/1991 0:41;134500;11208;72;FALSO;20;VERDADERO
1983;18/03/1996 10:36;111100;9258;78;VERDADERO;460;VERDADERO
1984;14/02/2009 18:58;437600;36466;28;FALSO;170;VERDADERO
1985;22/03/2000 2:45;462900;38575;92;VERDADERO;120;FALSO
1986;28/12/1994 11:32;314100;26175;29;VERDADERO;160;VERDADERO
1987;09/02/2005 21:48;428300;35691;56;VERDADERO;120;FALSO
1988;02/07/1992 7:41;597500;49791;18;FALSO;440;VERDADERO
1989;13/10/2011 3:08;241500;20125;36;FALSO;340;FALSO
1990;04/05/1997 19:28;177700;14808;90;FALSO;40;VERDADERO
1991;29/01/1990 0:09;711400;59283;79;VERDADERO;50;VERDADERO
1992;12/02/1992 11:51;373700;31141;53;VERDADERO;390;VERDADERO
1993;07/11/2003 17:14;418200;34850;47;FALSO;150;VERDADERO
1994;20/07/1993 13:50;966600;80550;30;VERDADERO;430;VERDADERO
1995;25/07/1993 6:56;471700;39308;37;VERDADERO;120;FALSO
1996;16/03/2011 19:47;830400;69200;29;VERDADERO;20;FALSO
1997;28/02/1991 10:43;164900;13741;96;VERDADERO;300;VERDADERO
1998;15/05/2004 4:29;195800;16316;60;VERDADERO;20;FALSO
1999;28/04/2004 1:18;222200;18516;13;FALSO;170;VERDADERO
2000;19/03/1997 20:24;916200;76350;40;VERDADERO;40;VERDADERO
2001;13/12/1999 13:26;841800;70150;86;FALSO;100;VERDADERO
2002;03/04/2000 22:33;734700;61225;73;VERDADERO;180;FALSO
2003;18/08/2001 4:15;792700;66058;38;VERDADERO;360;FALSO
2004;30/08/2008 12:18;945200;78766;50;FALSO;270;FALSO
2005;29/10/1993 21:20;662700;55225;25;FALSO;230;VERDADERO
2006;07/11/1997 20:55;871800;72650;26;VERDADERO;270;FALSO
2007;17/06/1994 16:29;731900;60991;66;VERDADERO;450;FALSO
2008;28/04/2005 21:39;160700;13391;51;VERDADERO;100;FALSO
2009;20/05/2002 3:49;235100;19591;99;VERDADERO;170;VERDADERO
2010;18/01/2010 19:20;604200;50350;42;FALSO;70;FALSO
2011;03/11/2001 9:41;765300;63775;95;FALSO;70;FALSO
2012;05/03/2005 23:55;637400;53116;64;FALSO;360;VERDADERO
2013;12/09/2009 18:38;247400;20616;31;VERDADERO;110;VERDADERO
2014;09/07/1992 16:00;483700;40308;48;VERDADERO;470;FALSO
2015;19/02/1992 15:58;753700;62808;38;FALSO;40;FALSO
2016;31/10/1996 3:25;904500;75375;60;VERDADERO;170;VERDADERO
2017;05/12/1998 23:54;916700;76391;52;VERDADERO;30;FALSO
2018;17/11/1990 13:01;948300;79025;44;FALSO;480;FALSO
2019;18/10/1997 21:37;337200;28100;31;FALSO;350;FALSO
2020;10/06/2001 9:03;632400;52700;93;FALSO;10;FALSO
2021;05/10/2003 17:40;504200;42016;45;FALSO;420;VERDADERO
